code,total,train,dev,test
31.75,5,5,0,0
921.9,5,4,0,1
852.31,5,5,0,0
97.39,5,5,0,0
429.1,5,5,0,0
759.3,5,4,0,1
184.4,5,5,0,0
784.41,5,5,0,0
518.53,5,3,1,1
648.81,5,4,1,0
815.19,5,5,0,0
692.4,5,2,2,1
06.95,5,5,0,0
36.91,5,4,1,0
422.90,5,5,0,0
E885.4,5,5,0,0
38.43,5,5,0,0
44.14,5,5,0,0
584.6,5,5,0,0
622.10,5,4,0,1
89.44,5,5,0,0
733.81,5,5,0,0
448.0,5,5,0,0
334.3,5,4,0,1
647.84,5,5,0,0
V45.87,5,5,0,0
873.65,5,5,0,0
237.3,5,4,0,1
599.6,5,5,0,0
36.2,5,4,0,1
626.0,5,3,0,2
E906.4,5,4,0,1
304.41,5,3,1,1
25.01,5,5,0,0
27.52,5,4,1,0
704.1,5,5,0,0
575.3,5,5,0,0
250.32,5,5,0,0
76.91,5,5,0,0
45.71,5,5,0,0
712.33,5,5,0,0
323.61,5,5,0,0
046.3,5,5,0,0
68.3,5,5,0,0
191.7,5,4,1,0
53.81,5,4,0,1
872.02,5,3,0,2
746.87,5,5,0,0
242.01,5,5,0,0
665.51,5,5,0,0
85.74,5,4,1,0
E860.3,5,5,0,0
V06.3,5,5,0,0
85.85,5,5,0,0
790.22,5,5,0,0
842.00,5,4,0,1
48.75,5,5,0,0
556.2,5,5,0,0
507.1,5,4,1,0
283.2,5,5,0,0
632,5,5,0,0
304.61,5,5,0,0
992.0,5,5,0,0
902.21,5,5,0,0
758.6,5,5,0,0
203.80,5,5,0,0
669.32,5,3,0,2
32.1,5,5,0,0
802.36,5,5,0,0
745.61,5,5,0,0
E917.5,5,4,1,0
288.62,5,4,0,1
V58.49,5,5,0,0
45.03,5,5,0,0
E821.7,5,5,0,0
745.8,5,5,0,0
426.51,5,5,0,0
759.5,5,5,0,0
721.41,5,4,0,1
052.1,5,5,0,0
839.20,5,5,0,0
715.09,5,4,0,1
775.4,5,5,0,0
249.01,5,3,2,0
40.59,5,5,0,0
V74.1,5,5,0,0
81.36,5,5,0,0
715.97,5,4,0,1
728.84,5,4,0,1
77.91,5,4,1,0
199.0,5,5,0,0
727.09,5,4,1,0
530.87,5,3,1,1
900.1,5,5,0,0
758.9,5,5,0,0
342.10,5,3,1,1
405.01,5,4,0,1
995.3,5,4,0,1
464.11,5,5,0,0
209.21,5,3,2,0
362.89,5,5,0,0
048,5,4,0,1
87.44,5,5,0,0
950.9,5,5,0,0
767.2,5,5,0,0
V04.0,5,5,0,0
57.87,5,4,0,1
603.8,5,4,0,1
070.31,5,5,0,0
E946.0,5,2,0,3
454.0,5,4,1,0
22.64,5,4,1,0
01.27,5,3,1,1
277.9,5,4,0,1
05.29,5,4,0,1
130.0,5,5,0,0
87.69,5,4,0,1
79.85,5,3,0,2
31.71,5,5,0,0
607.83,5,5,0,0
789.02,5,4,0,1
746.1,5,5,0,0
995.83,5,2,1,2
357.89,5,4,1,0
793.4,5,5,0,0
E935.7,5,4,1,0
741.93,5,4,0,1
453.1,5,5,0,0
E901.9,5,5,0,0
V27.2,5,4,0,1
801.76,5,4,0,1
E858.8,5,4,1,0
V10.60,5,5,0,0
99.57,5,3,2,0
200.40,5,5,0,0
597.0,5,4,1,0
078.19,5,5,0,0
87.62,5,5,0,0
E854.1,5,4,0,1
77.39,5,5,0,0
970.1,5,4,0,1
839.06,5,4,0,1
793.7,5,5,0,0
29.4,5,4,0,1
482.31,5,5,0,0
793.0,5,5,0,0
648.92,5,5,0,0
18.79,5,5,0,0
904.2,5,4,0,1
753.17,5,4,0,1
288.61,5,4,0,1
33.34,5,5,0,0
442.82,5,4,0,1
582.2,5,5,0,0
951.0,5,5,0,0
238.2,5,5,0,0
39.58,5,5,0,0
53.04,5,3,0,2
323.8,5,5,0,0
44.49,5,4,0,1
893.0,5,4,1,0
523.10,5,5,0,0
642.51,5,5,0,0
03.32,5,4,0,1
V19.8,5,5,0,0
E938.2,5,4,0,1
446.7,5,5,0,0
81.46,5,5,0,0
84.07,5,4,0,1
79.87,5,4,1,0
724.03,5,5,0,0
627.3,5,3,1,1
E885.2,5,4,1,0
360.01,5,4,1,0
142.0,5,5,0,0
53.21,5,5,0,0
708.8,5,5,0,0
48.0,5,5,0,0
529.8,5,5,0,0
294.21,5,3,1,1
E825.7,5,4,1,0
V15.02,5,5,0,0
771.89,5,5,0,0
448.9,5,4,1,0
573.1,5,5,0,0
E967.0,5,3,0,2
290.43,5,5,0,0
805.8,5,5,0,0
65.29,5,4,0,1
903.01,5,5,0,0
863.84,5,1,0,4
246.8,5,4,0,1
788.64,5,4,1,0
V29.1,5,5,0,0
823.80,5,5,0,0
E910.2,5,5,0,0
813.03,5,3,0,2
170.7,5,3,1,1
998.33,5,3,0,2
86.61,5,5,0,0
147.8,5,5,0,0
310.1,5,3,1,1
373.13,5,5,0,0
794.02,5,4,0,1
76.78,5,5,0,0
56.75,5,5,0,0
308.2,5,5,0,0
53.11,5,5,0,0
V19.5,5,5,0,0
370.00,5,5,0,0
E960.1,5,2,1,2
806.03,5,4,0,1
556.3,5,5,0,0
81.11,5,4,1,0
053.29,5,5,0,0
16.82,5,5,0,0
755.13,5,5,0,0
733.16,5,4,1,0
287.0,5,4,1,0
722.51,5,4,0,1
813.02,5,5,0,0
89.69,5,5,0,0
70.4,5,5,0,0
009.2,5,4,0,1
405.99,5,5,0,0
E917.7,5,5,0,0
49.42,5,3,1,1
172.3,5,5,0,0
375.55,5,5,0,0
368.15,5,5,0,0
60.11,5,4,0,1
49.39,5,3,1,1
04.01,5,5,0,0
53.29,5,1,2,2
22.52,5,4,0,1
697.0,5,5,0,0
304.93,5,4,0,1
V16.2,5,5,0,0
192.2,5,5,0,0
E937.0,5,5,0,0
80.36,5,4,1,0
270.0,5,5,0,0
972.1,5,4,1,0
958.1,5,4,1,0
388.70,5,5,0,0
292.85,5,5,0,0
754.0,5,5,0,0
716.97,5,4,0,1
45.31,5,4,0,1
152.2,5,4,0,1
839.02,5,5,0,0
E938.7,5,3,0,2
42.7,5,4,0,1
379.00,5,5,0,0
82.56,5,5,0,0
998.00,5,3,1,1
146.0,5,5,0,0
61.41,5,4,0,1
395.1,5,3,0,2
801.65,5,4,0,1
901.1,5,3,0,2
E858.1,5,4,0,1
68.59,5,5,0,0
933.0,5,5,0,0
253.1,5,5,0,0
89.39,5,5,0,0
763.1,5,5,0,0
648.13,5,5,0,0
758.5,5,4,0,1
22.79,5,4,0,1
801.32,5,5,0,0
729.6,5,5,0,0
57.33,5,4,0,1
836.0,5,5,0,0
683,5,5,0,0
761.3,5,5,0,0
359.21,5,5,0,0
V50.41,5,5,0,0
648.63,5,5,0,0
958.3,5,5,0,0
684,5,5,0,0
763.82,5,5,0,0
880.13,5,3,0,2
618.0,5,5,0,0
53.02,5,4,0,1
389.00,5,5,0,0
337.29,5,3,0,2
147.9,5,4,0,1
917.2,5,5,0,0
802.7,5,5,0,0
815.09,5,4,0,1
955.6,5,5,0,0
E922.0,5,5,0,0
991.1,5,4,0,1
804.22,5,5,0,0
453.71,5,4,0,1
832.00,5,5,0,0
780.51,5,5,0,0
44.95,5,5,0,0
873.73,5,5,0,0
755.02,5,5,0,0
V45.69,5,5,0,0
097.1,5,5,0,0
719.03,5,5,0,0
304.81,5,2,0,3
112.81,5,5,0,0
70.24,5,5,0,0
40.54,5,5,0,0
V61.8,5,5,0,0
162.0,5,4,0,1
478.34,5,5,0,0
718.46,5,4,1,0
E817.1,5,3,1,1
41.06,5,4,0,1
648.04,5,5,0,0
426.50,4,4,0,0
746.6,4,4,0,0
31.3,4,3,0,1
E825.0,4,3,1,0
E819.7,4,4,0,0
26.31,4,4,0,0
753.9,4,4,0,0
34.26,4,3,1,0
714.89,4,2,1,1
534.50,4,4,0,0
780.9,4,4,0,0
442.1,4,4,0,0
852.24,4,2,0,2
E850.3,4,4,0,0
296.99,4,3,0,1
863.81,4,2,2,0
98.51,4,4,0,0
141.9,4,4,0,0
784.1,4,3,0,1
787.24,4,3,0,1
908.1,4,4,0,0
V49.60,4,4,0,0
E871.6,4,4,0,0
93.91,4,4,0,0
305.80,4,4,0,0
58.22,4,2,1,1
759.0,4,4,0,0
238.6,4,4,0,0
036.2,4,4,0,0
171.6,4,4,0,0
611.8,4,4,0,0
E924.1,4,4,0,0
759.9,4,4,0,0
137.0,4,4,0,0
04.89,4,4,0,0
821.39,4,4,0,0
719.01,4,3,0,1
V13.09,4,4,0,0
38.62,4,4,0,0
334.2,4,3,0,1
757.0,4,4,0,0
259.9,4,3,0,1
E901.8,4,4,0,0
686.1,4,2,1,1
718.87,4,3,0,1
376.89,4,2,0,2
381.4,4,2,2,0
E824.1,4,3,0,1
E825.2,4,3,0,1
273.0,4,2,1,1
376.32,4,4,0,0
863.50,4,4,0,0
61.49,4,4,0,0
85.84,4,4,0,0
718.88,4,2,1,1
719.40,4,2,0,2
377.00,4,4,0,0
792.0,4,3,1,0
76.99,4,4,0,0
V15.5,4,4,0,0
80.98,4,3,1,0
868.19,4,3,0,1
996.88,4,3,0,1
018.94,4,3,0,1
31.98,4,3,0,1
E860.9,4,4,0,0
850.0,4,3,0,1
719.07,4,4,0,0
422.0,4,2,0,2
292.11,4,4,0,0
674.04,4,4,0,0
164.2,4,4,0,0
362.06,4,3,0,1
59.79,4,4,0,0
00.69,4,3,0,1
296.44,4,4,0,0
648.03,4,4,0,0
844.8,4,3,0,1
649.03,4,4,0,0
290.12,4,2,2,0
084.0,4,4,0,0
595.89,4,2,1,1
847.1,4,4,0,0
82.09,4,3,0,1
85.94,4,3,0,1
36.03,4,4,0,0
333.7,4,4,0,0
500,4,4,0,0
334.0,4,4,0,0
694.8,4,3,0,1
927.3,4,4,0,0
258.01,4,3,0,1
872.61,4,4,0,0
88.96,4,2,1,1
801.72,4,4,0,0
293.89,4,4,0,0
845.03,4,3,1,0
37.73,4,2,1,1
812.42,4,4,0,0
55.54,4,4,0,0
535.70,4,4,0,0
04.02,4,4,0,0
E936.4,4,4,0,0
118,4,4,0,0
744.1,4,4,0,0
35.93,4,4,0,0
307.89,4,4,0,0
59.93,4,3,0,1
786.02,4,3,0,1
E812.3,4,4,0,0
374.32,4,4,0,0
97.12,4,4,0,0
00.22,4,2,0,2
120.9,4,4,0,0
355.2,4,4,0,0
211.8,4,4,0,0
027.2,4,4,0,0
E858.2,4,3,0,1
404.01,4,4,0,0
718.49,4,4,0,0
642.54,4,3,0,1
130.9,4,4,0,0
715.00,4,4,0,0
44.01,4,4,0,0
681.11,4,3,0,1
728.13,4,4,0,0
92.39,4,3,0,1
730.22,4,4,0,0
E885.3,4,4,0,0
756.17,4,3,0,1
85.36,4,4,0,0
082.40,4,4,0,0
623.5,4,4,0,0
300.7,4,4,0,0
868.12,4,4,0,0
308.3,4,4,0,0
V10.90,4,2,2,0
800.31,4,4,0,0
V44.50,4,4,0,0
209.29,4,4,0,0
04.6,4,4,0,0
35.82,4,4,0,0
939.2,4,4,0,0
958.5,4,3,1,0
E884.1,4,4,0,0
806.24,4,4,0,0
377.10,4,4,0,0
627.2,4,4,0,0
339.00,4,2,1,1
V42.89,4,3,0,1
87.72,4,4,0,0
59.09,4,4,0,0
81.12,4,4,0,0
77.62,4,4,0,0
40.22,4,4,0,0
79.73,4,2,0,2
652.21,4,4,0,0
902.54,4,4,0,0
526.9,4,3,1,0
V61.42,4,3,0,1
800.00,4,4,0,0
617.3,4,4,0,0
214.1,4,4,0,0
821.10,4,4,0,0
663.31,4,3,0,1
44.12,4,4,0,0
593.82,4,4,0,0
237.6,4,4,0,0
07.61,4,2,0,2
65.91,4,4,0,0
35.91,4,4,0,0
887.0,4,4,0,0
172.6,4,4,0,0
42.54,4,4,0,0
887.2,4,3,0,1
84.94,4,4,0,0
51.96,4,4,0,0
880.01,4,2,1,1
45.92,4,4,0,0
53.62,4,3,1,0
E934.5,4,4,0,0
814.03,4,2,0,2
942.04,4,4,0,0
664.01,4,2,0,2
E958.5,4,3,0,1
952.9,4,4,0,0
692.82,4,3,1,0
42.10,4,3,0,1
111.0,4,3,0,1
927.10,4,4,0,0
747.41,4,4,0,0
726.60,4,4,0,0
V07.4,4,4,0,0
379.92,4,4,0,0
V85.21,4,1,2,1
250.31,4,4,0,0
304.30,4,4,0,0
37.86,4,4,0,0
995.81,4,3,0,1
48.49,4,4,0,0
875.1,4,4,0,0
215.5,4,3,0,1
700,4,4,0,0
914.0,4,3,0,1
756.4,4,3,1,0
235.4,4,4,0,0
844.2,4,4,0,0
787.1,4,4,0,0
288.01,4,4,0,0
763.5,4,4,0,0
879.5,4,4,0,0
864.09,4,4,0,0
04.5,4,4,0,0
780.02,4,4,0,0
77.41,4,3,0,1
446.21,4,4,0,0
80.17,4,2,1,1
706.8,4,4,0,0
30.29,4,4,0,0
595.2,4,2,1,1
528.5,4,4,0,0
881.21,4,3,0,1
802.27,4,3,0,1
615.1,4,4,0,0
E825.1,4,4,0,0
86.06,4,4,0,0
42.32,4,4,0,0
673.23,4,4,0,0
379.24,4,3,0,1
38.66,4,4,0,0
202.78,4,3,0,1
35.53,4,4,0,0
42.40,4,4,0,0
44.03,4,3,1,0
39.91,4,4,0,0
996.47,4,4,0,0
E930.3,4,3,1,0
92.05,4,4,0,0
85.0,4,4,0,0
81.45,4,4,0,0
22.41,4,2,1,1
01.32,4,4,0,0
E814.1,4,2,1,1
379.21,4,4,0,0
775.89,4,4,0,0
E818.2,4,2,1,1
736.81,4,2,1,1
22.62,4,3,1,0
250.21,4,4,0,0
989.89,4,4,0,0
996.84,4,4,0,0
918.0,4,3,0,1
747.5,4,4,0,0
45.01,4,2,0,2
730.01,4,4,0,0
274.11,4,3,0,1
763.89,4,4,0,0
28.11,4,4,0,0
823.90,4,4,0,0
996.45,4,1,1,2
701.2,4,3,0,1
164.8,4,4,0,0
377.16,4,4,0,0
303.03,4,4,0,0
564.3,4,3,1,0
779.2,4,4,0,0
562.01,4,2,2,0
977.9,4,4,0,0
471.8,4,2,1,1
727.04,4,2,0,2
086.0,4,4,0,0
794.2,4,3,1,0
852.46,4,3,0,1
539.89,4,3,0,1
038.41,4,3,0,1
81.66,4,3,1,0
309.89,4,4,0,0
879.7,4,3,0,1
53.03,4,4,0,0
88.75,4,4,0,0
780.64,4,4,0,0
808.51,4,4,0,0
E906.0,4,3,0,1
80.88,4,3,1,0
758.1,4,4,0,0
852.29,4,3,1,0
378.81,4,4,0,0
996.53,4,4,0,0
726.2,4,3,0,1
939.0,4,3,0,1
39.54,4,4,0,0
200.23,4,4,0,0
422.93,4,4,0,0
E942.5,4,4,0,0
20.49,4,3,0,1
07.81,4,4,0,0
333.91,4,4,0,0
707.9,4,4,0,0
V61.41,4,4,0,0
V42.1,4,4,0,0
755.67,4,4,0,0
800.76,4,4,0,0
648.64,4,3,0,1
804.20,4,4,0,0
031.9,4,3,1,0
V54.01,4,3,1,0
427.42,4,4,0,0
793.2,4,4,0,0
239.2,4,4,0,0
730.04,4,3,0,1
902.9,4,4,0,0
152.8,4,4,0,0
E939.7,4,4,0,0
789.33,4,2,2,0
767.6,4,4,0,0
556.0,4,3,1,0
394.9,4,3,0,1
249.81,4,3,0,1
88.93,4,3,1,0
923.20,4,3,1,0
00.77,4,4,0,0
801.35,4,3,1,0
715.94,4,3,0,1
867.1,4,4,0,0
648.14,4,4,0,0
764.09,4,4,0,0
524.00,4,4,0,0
041.03,4,4,0,0
E959,4,4,0,0
758.81,4,4,0,0
341.20,4,4,0,0
041.05,4,4,0,0
80.12,4,4,0,0
V17.5,4,4,0,0
265.2,4,3,0,1
212.3,4,4,0,0
863.20,4,4,0,0
742.0,4,3,1,0
71.5,4,4,0,0
952.8,4,3,0,1
750.9,4,3,0,1
89.26,4,3,1,0
E970,4,4,0,0
703.0,4,3,0,1
42.58,4,4,0,0
851.00,4,3,1,0
746.81,4,3,0,1
233.9,4,4,0,0
758.2,4,4,0,0
924.9,4,4,0,0
808.1,4,4,0,0
343.1,4,1,0,3
V72.81,4,3,0,1
618.5,4,4,0,0
402.01,4,3,1,0
404.92,4,3,0,1
722.83,4,4,0,0
77.63,4,4,0,0
708.3,4,4,0,0
741.00,4,4,0,0
542,4,4,0,0
009.3,4,4,0,0
77.66,4,4,0,0
246.2,4,3,0,1
714.81,4,3,0,1
367.1,4,3,0,1
478.21,4,4,0,0
435.3,4,4,0,0
99.88,4,4,0,0
42.55,4,4,0,0
902.23,4,4,0,0
V54.9,4,3,0,1
53.05,4,3,0,1
03.94,4,4,0,0
31.73,4,3,0,1
806.07,4,4,0,0
E871.0,4,3,1,0
77.64,4,4,0,0
357.3,4,3,0,1
V15.59,4,3,0,1
556.4,4,4,0,0
58.5,4,4,0,0
277.6,4,4,0,0
607.9,4,4,0,0
282.3,4,4,0,0
519.9,4,4,0,0
172.4,4,4,0,0
E943.8,4,4,0,0
616.0,4,4,0,0
21.88,4,4,0,0
195.8,4,4,0,0
746.01,4,4,0,0
784.92,4,4,0,0
754.32,4,4,0,0
924.20,4,4,0,0
602.3,4,3,0,1
153.5,4,4,0,0
727.3,4,3,1,0
65.63,4,3,0,1
692.3,4,3,0,1
680.2,4,4,0,0
759.2,4,4,0,0
388.8,4,4,0,0
762.7,4,4,0,0
553.9,4,4,0,0
V49.85,4,4,0,0
758.89,4,4,0,0
71.71,4,4,0,0
619.0,4,4,0,0
38.84,4,3,1,0
863.42,4,3,1,0
812.41,4,3,0,1
516.36,4,4,0,0
730.88,4,4,0,0
256.1,4,4,0,0
202.70,4,2,0,2
904.1,4,3,0,1
49.95,4,4,0,0
863.52,4,4,0,0
599.1,4,3,0,1
226,4,4,0,0
E958.9,4,4,0,0
E917.8,4,3,0,1
79.29,4,4,0,0
762.8,4,4,0,0
89.63,4,3,0,1
379.99,4,4,0,0
824.3,4,3,0,1
692.6,4,3,0,1
201.58,4,4,0,0
88.50,4,4,0,0
79.08,4,3,0,1
21.00,4,4,0,0
35.70,4,4,0,0
V01.7,4,3,0,1
255.42,4,4,0,0
77.19,4,4,0,0
295.74,4,4,0,0
659.51,4,3,0,1
332.1,4,3,0,1
82.46,4,2,0,2
259.2,4,3,0,1
56.2,4,3,1,0
V53.91,4,4,0,0
734,4,4,0,0
854.01,4,4,0,0
344.2,4,3,1,0
816.12,4,4,0,0
34.23,4,4,0,0
83.75,4,3,1,0
322.2,4,4,0,0
427.60,4,4,0,0
922.8,4,4,0,0
144.0,4,4,0,0
753.8,4,4,0,0
008.5,4,4,0,0
V87.2,4,4,0,0
869.0,4,4,0,0
599.84,4,4,0,0
08.59,4,4,0,0
052.7,4,4,0,0
81.17,3,3,0,0
209.79,3,3,0,0
V54.15,3,3,0,0
634.11,3,2,0,1
249.60,3,2,0,1
712.26,3,2,0,1
78.14,3,2,0,1
239.89,3,1,1,1
66.32,3,3,0,0
576.9,3,2,0,1
00.18,3,2,1,0
87.78,3,3,0,0
794.09,3,2,1,0
327.42,3,3,0,0
373.2,3,3,0,0
236.7,3,2,0,1
V90.81,3,2,0,1
68.23,3,3,0,0
202.08,3,3,0,0
781.1,3,3,0,0
454.1,3,2,0,1
771.1,3,3,0,0
301.3,3,3,0,0
308.9,3,3,0,0
55.92,3,3,0,0
782.2,3,3,0,0
904.0,3,3,0,0
V49.65,3,3,0,0
40.9,3,2,0,1
78.52,3,2,0,1
569.71,3,2,1,0
89.22,3,2,0,1
E965.1,3,3,0,0
666.02,3,3,0,0
883.1,3,2,0,1
89.32,3,3,0,0
188.3,3,2,1,0
581.2,3,3,0,0
942.14,3,3,0,0
602.8,3,2,1,0
758.39,3,3,0,0
903.9,3,3,0,0
618.4,3,3,0,0
38.81,3,3,0,0
744.29,3,3,0,0
840.9,3,2,0,1
06.51,3,2,1,0
230.1,3,3,0,0
627.0,3,3,0,0
999.1,3,2,0,1
83.79,3,3,0,0
793.99,3,3,0,0
209.61,3,2,1,0
923.11,3,3,0,0
255.2,3,3,0,0
813.08,3,2,0,1
V10.12,3,3,0,0
191.6,3,3,0,0
07.11,3,3,0,0
593.70,3,3,0,0
295.80,3,3,0,0
959.9,3,3,0,0
81.93,3,2,0,1
18.09,3,3,0,0
228.1,3,2,0,1
39.93,3,2,0,1
188.1,3,3,0,0
E906.3,3,3,0,0
33.1,3,3,0,0
951.3,3,2,0,1
352.6,3,3,0,0
V10.9,3,3,0,0
147.1,3,3,0,0
378.53,3,2,0,1
971.2,3,3,0,0
48.32,3,3,0,0
622.11,3,3,0,0
296.00,3,3,0,0
V15.2,3,3,0,0
53.83,3,3,0,0
906.8,3,3,0,0
272.9,3,3,0,0
60.94,3,2,0,1
616.89,3,2,1,0
369.70,3,3,0,0
488.01,3,3,0,0
173.2,3,3,0,0
379.56,3,3,0,0
455.1,3,3,0,0
873.61,3,3,0,0
861.30,3,3,0,0
791.3,3,3,0,0
85.11,3,2,0,1
814.09,3,2,0,1
50.23,3,3,0,0
788.91,3,3,0,0
524.10,3,3,0,0
957.9,3,3,0,0
968.5,3,3,0,0
80.75,3,3,0,0
727.89,3,3,0,0
788.8,3,2,1,0
355.0,3,2,0,1
873.71,3,3,0,0
999.5,3,3,0,0
245.9,3,2,0,1
249.11,3,2,0,1
292.89,3,2,1,0
32.24,3,3,0,0
372.40,3,3,0,0
530.9,3,3,0,0
583.2,3,3,0,0
68.41,3,3,0,0
840.8,3,3,0,0
200.02,3,3,0,0
343.0,3,3,0,0
641.31,3,3,0,0
686.09,3,3,0,0
64.91,3,3,0,0
253.4,3,3,0,0
69.01,3,3,0,0
289.52,3,3,0,0
62.69,3,3,0,0
349.9,3,2,1,0
E891.8,3,3,0,0
99.76,3,3,0,0
455.9,3,3,0,0
81.28,3,3,0,0
22.60,3,2,0,1
44.92,3,3,0,0
053.13,3,3,0,0
800.36,3,3,0,0
702.8,3,2,0,1
522.6,3,3,0,0
512.84,3,2,0,1
525.11,3,1,0,2
429.6,3,3,0,0
44.00,3,3,0,0
367.4,3,3,0,0
04.92,3,2,0,1
E000.8,3,2,0,1
861.20,3,3,0,0
909.9,3,3,0,0
78.16,3,2,1,0
38.36,3,3,0,0
728.3,3,2,0,1
783.43,3,3,0,0
852.40,3,3,0,0
312.30,3,2,0,1
157.3,3,1,1,1
806.60,3,3,0,0
983.9,3,2,0,1
17.35,3,2,0,1
354.1,3,3,0,0
958.0,3,3,0,0
748.0,3,3,0,0
536.1,3,2,0,1
38.38,3,3,0,0
904.51,3,1,1,1
569.44,3,2,1,0
863.53,3,3,0,0
923.10,3,3,0,0
878.0,3,2,0,1
576.3,3,3,0,0
274.02,3,2,0,1
24.32,3,2,0,1
870.1,3,2,0,1
433.81,3,2,1,0
V88.21,3,3,0,0
471.0,3,2,1,0
E950.6,3,2,0,1
93.16,3,2,1,0
727.43,3,2,0,1
389.12,3,2,0,1
78.66,3,3,0,0
455.4,3,3,0,0
445.81,3,2,0,1
974.7,3,2,0,1
361.89,3,3,0,0
795.39,3,2,0,1
184.0,3,3,0,0
V10.69,3,3,0,0
55.81,3,3,0,0
304.22,3,3,0,0
770.18,3,3,0,0
716.98,3,3,0,0
647.61,3,3,0,0
94.49,3,3,0,0
71.79,3,3,0,0
63.3,3,2,1,0
238.8,3,3,0,0
77.42,3,3,0,0
E866.8,3,3,0,0
27.42,3,3,0,0
382.01,3,3,0,0
338.0,3,2,1,0
863.49,3,2,1,0
365.22,3,3,0,0
82.21,3,3,0,0
648.41,3,3,0,0
802.23,3,3,0,0
669.34,3,2,0,1
801.75,3,3,0,0
02.92,3,3,0,0
764.91,3,3,0,0
171.2,3,3,0,0
V18.59,3,3,0,0
E967.9,3,0,1,2
365.65,3,2,0,1
624.8,3,3,0,0
922.4,3,3,0,0
88.92,3,3,0,0
780.66,3,3,0,0
212.1,3,3,0,0
525.3,3,3,0,0
598.2,3,3,0,0
958.99,3,2,0,1
901.3,3,3,0,0
70.72,3,2,0,1
635.72,3,3,0,0
746.84,3,3,0,0
800.30,3,3,0,0
803.36,3,3,0,0
41.2,3,3,0,0
865.12,3,2,0,1
049.8,3,3,0,0
047.8,3,3,0,0
70.0,3,2,0,1
V58.81,3,3,0,0
87.73,3,2,1,0
31.48,3,3,0,0
564.0,3,3,0,0
802.35,3,2,0,1
237.0,3,3,0,0
V02.3,3,3,0,0
774.39,3,3,0,0
36.09,3,3,0,0
01.01,3,3,0,0
378.55,3,2,0,1
836.50,3,2,1,0
909.4,3,3,0,0
E919.0,3,3,0,0
996.93,3,2,0,1
31.69,3,3,0,0
715.37,3,2,1,0
695.10,3,0,1,2
E931.8,3,2,0,1
V16.51,3,3,0,0
83.03,3,3,0,0
812.59,3,3,0,0
674.34,3,3,0,0
752.0,3,3,0,0
389.03,3,3,0,0
V10.29,3,2,0,1
E920.9,3,3,0,0
57.93,3,2,0,1
V15.01,3,3,0,0
389.22,3,3,0,0
646.83,3,3,0,0
288.1,3,3,0,0
24.4,3,3,0,0
524.69,3,3,0,0
410.22,3,3,0,0
831.03,3,3,0,0
988.1,3,1,0,2
136.1,3,1,0,2
E884.5,3,2,0,1
719.05,3,2,0,1
22.9,3,2,0,1
E865.5,3,1,0,2
51.62,3,3,0,0
265.0,3,3,0,0
38.80,3,3,0,0
733.3,3,3,0,0
732.4,3,2,0,1
E814.6,3,3,0,0
85.91,3,3,0,0
712.38,3,3,0,0
96.02,3,3,0,0
649.14,3,1,0,2
39.92,3,3,0,0
V15.42,3,1,1,1
698.1,3,3,0,0
873.53,3,2,0,1
641.21,3,3,0,0
642.31,3,3,0,0
656.51,3,2,0,1
661.11,3,3,0,0
753.4,3,3,0,0
592.9,3,3,0,0
402.00,3,2,0,1
052.0,3,3,0,0
E958.0,3,3,0,0
362.52,3,1,1,1
97.71,3,3,0,0
77.73,3,3,0,0
78.53,3,3,0,0
780.72,3,2,0,1
E812.6,3,3,0,0
16.59,3,3,0,0
22.01,3,3,0,0
564.01,3,2,0,1
79.27,3,2,0,1
86.94,3,2,1,0
868.10,3,3,0,0
674.03,3,3,0,0
E938.9,3,3,0,0
642.33,3,2,0,1
V49.81,3,3,0,0
800.71,3,3,0,0
800.61,3,3,0,0
307.59,3,3,0,0
374.31,3,3,0,0
437.6,3,3,0,0
164.9,3,3,0,0
788.37,3,3,0,0
27.31,3,3,0,0
08.89,3,3,0,0
786.01,3,3,0,0
28.7,3,3,0,0
258.9,3,3,0,0
77.11,3,3,0,0
209.73,3,1,2,0
209.20,3,3,0,0
E932.8,3,2,0,1
952.14,3,2,0,1
35.28,3,3,0,0
58.31,3,2,0,1
652.61,3,2,0,1
531.41,3,3,0,0
172.8,3,2,1,0
881.12,3,3,0,0
V18.2,3,3,0,0
307.23,3,3,0,0
744.41,3,3,0,0
334.9,3,3,0,0
788.33,3,3,0,0
851.06,3,3,0,0
79.88,3,2,0,1
870.2,3,2,1,0
204.02,3,2,0,1
533.00,3,2,0,1
359.22,3,3,0,0
851.89,3,2,0,1
E957.0,3,2,0,1
187.4,3,3,0,0
952.09,3,3,0,0
680.6,3,2,0,1
53.84,3,2,0,1
776.2,3,3,0,0
270.7,3,3,0,0
E829.8,3,3,0,0
306.1,3,3,0,0
938,3,3,0,0
E945.1,3,3,0,0
E858.6,3,3,0,0
99.22,3,3,0,0
44.15,3,3,0,0
556.1,3,3,0,0
V10.86,3,3,0,0
784.61,3,1,0,2
85.31,3,3,0,0
718.44,3,3,0,0
754.79,3,3,0,0
51.93,3,3,0,0
E987.1,3,3,0,0
812.44,3,3,0,0
83.61,3,2,1,0
745.60,3,3,0,0
537.81,3,2,0,1
97.38,3,3,0,0
35.31,3,3,0,0
85.82,3,3,0,0
81.83,3,3,0,0
79.52,3,3,0,0
985.8,3,3,0,0
E822.7,3,3,0,0
826.1,3,3,0,0
13.41,3,2,0,1
716.15,3,3,0,0
96.52,3,3,0,0
